Ensembl_ID,protein_name,gene_name
ENSP00000324672,UPF0764 protein C16orf89,C16orf89 UNQ904/PRO1925
ENSP00000324687,Olfactory receptor 2T33 (Olfactory receptor OR1-56),OR2T33
ENSP00000324693,Grainyhead-like protein 1 homolog (Mammalian grainyhead) (NH32) (Transcription factor CP2-like 2) (Transcription factor LBP-32),GRHL1 LBP32 MGR TFCP2L2
ENSP00000324701,Protein mab-21-like 2,MAB21L2
ENSP00000324729,Protein salvador homolog 1 (45 kDa WW domain protein) (hWW45),SAV1 WW45
ENSP00000324741,Trafficking protein particle complex subunit 14 (Microtubule-associated protein 11),TRAPPC14 C7orf43 MAP11
ENSP00000324763,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1 (Growth and differentiation factor-associated serum protein 2) (GASP-2) (hGASP-2) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing protein)",WFIKKN1 C16orf12 GASP2 WFIKKN PSEC0040
ENSP00000324792,"NFATC2-interacting protein (45 kDa NF-AT-interacting protein) (45 kDa NFAT-interacting protein) (Nuclear factor of activated T-cells, cytoplasmic 2-interacting protein)",NFATC2IP NIP45
ENSP00000324804,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),PPP2R1A
ENSP00000324806,Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1),GSK3B
ENSP00000324810,Multivesicular body subunit 12A (CIN85/CD2AP family-binding protein) (ESCRT-I complex subunit MVB12A) (Protein FAM125A),MVB12A CFBP FAM125A
ENSP00000324827,"A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)",AKAP17A CXYorf3 DXYS155E SFRS17A XE7
ENSP00000324842,Acetoacetyl-CoA synthetase (EC 6.2.1.16) (Acyl-CoA synthetase family member 1) (Protein sur-5 homolog),AACS ACSF1
ENSP00000324856,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19),STK11 LKB1 PJS
ENSP00000324857,Semaphorin-6D,SEMA6D KIAA1479
ENSP00000324870,Serine protease inhibitor Kazal-type 6 (Kallikrein inhibitor),SPINK6 UNQ844/PRO1782
ENSP00000324890,T-cell-specific surface glycoprotein CD28 (TP44) (CD antigen CD28),CD28
ENSP00000324901,IQ domain-containing protein K,IQCK
ENSP00000324913,Olfactory receptor 4C16 (Olfactory receptor OR11-135),OR4C16
ENSP00000324944,Lysophospholipid acyltransferase 1 (LPLAT 1) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase MBOAT1) (EC 2.3.1.n6) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 1) (O-acyltransferase domain-containing protein 1),MBOAT1 OACT1
ENSP00000324958,Olfactory receptor 4C15 (Olfactory receptor OR11-127) (Olfactory receptor OR11-134),OR4C15
ENSP00000324960,Calcium-binding protein 4 (CaBP4),CABP4
ENSP00000325002,Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP),COPG1 COPG
ENSP00000325017,Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (hCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog),NCAPD2 CAPD2 CNAP1 KIAA0159
ENSP00000325018,Zinc finger protein 569,ZNF569
ENSP00000325065,Olfactory receptor 4A15 (Olfactory receptor OR11-118),OR4A15
ENSP00000325074,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha),PPP2R2A
ENSP00000325076,Olfactory receptor 10G4 (Olfactory receptor OR11-278),OR10G4
ENSP00000325091,Leucine-rich repeat and calponin homology domain-containing protein 2,LRCH2 KIAA1495
ENSP00000325120,Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3),PGR NR3C3
ENSP00000325128,Olfactory receptor 4A16 (Olfactory receptor OR11-117),OR4A16
ENSP00000325136,"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]",HADHB MSTP029
ENSP00000325146,Collagen alpha-1(XII) chain,COL12A1 COL12A1L
ENSP00000325239,"Myosin regulatory light chain 11 (Fast skeletal myosin light chain 2) (MLC2B) (Myosin light chain 11) (Myosin regulatory light chain 2, skeletal muscle isoform)",MYL11 HSRLC MYLPF
ENSP00000325240,LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50),LASP1 MLN50
ENSP00000325266,Tetratricopeptide repeat protein 9C (TPR repeat protein 9C),TTC9C
ENSP00000325285,Myotubularin-related protein 4 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 2) (FYVE-DSP2) (Zinc finger FYVE domain-containing protein 11),MTMR4 KIAA0647 ZFYVE11
ENSP00000325290,Serine/threonine-protein kinase haspin (EC 2.7.11.1) (Germ cell-specific gene 2 protein) (H-haspin) (Haploid germ cell-specific nuclear protein kinase),HASPIN GSG2
ENSP00000325296,Polycystic kidney disease 2-like 1 protein (Polycystin-2 homolog) (Polycystin-2L1) (Polycystin-L) (Polycystin-L1),PKD2L1 PKD2L PKDL TRPP3
ENSP00000325312,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M),METAP2 MNPEP P67EIF2
ENSP00000325313,Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) (Variable charge Y chromosome 2-interacting protein 1) (VCY2-interacting protein 1) (VCY2IP-1) [Cleaved into: MAP1S heavy chain; MAP1S light chain],MAP1S BPY2IP1 C19orf5 MAP8 VCY2IP1
ENSP00000325326,Zinc finger protein 335 (NRC-interacting factor 1) (NIF-1),ZNF335
ENSP00000325355,Caskin-2 (CASK-interacting protein 2),CASKIN2 KIAA1139
ENSP00000325369,"AP-3 complex subunit sigma-1 (AP-3 complex subunit sigma-3A) (Adaptor-related protein complex 3 subunit sigma-1) (Clathrin-associated/assembly/adaptor protein, small 3) (Sigma-3A-adaptin) (Sigma3A-adaptin) (Sigma-adaptin 3a)",AP3S1 CLAPS3
ENSP00000325376,Heterogeneous nuclear ribonucleoprotein M (hnRNP M),HNRNPM HNRPM NAGR1
ENSP00000325377,pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa),WDR33 WDC146
ENSP00000325381,Olfactory receptor 8D4 (Olfactory receptor OR11-275),OR8D4
ENSP00000325414,SERTA domain-containing protein 3 (Replication protein-binding trans-activator) (RPA-binding trans-activator),SERTAD3 RBT1
ENSP00000325421,"Presenilins-associated rhomboid-like protein, mitochondrial (EC 3.4.21.105) (Mitochondrial intramembrane cleaving protease PARL) [Cleaved into: P-beta (Pbeta)]",PARL PSARL PRO2207
ENSP00000325425,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase),MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995
ENSP00000325448,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),KARS1 KARS KIAA0070
ENSP00000325485,Ceramide synthase 5 (CerS5) (LAG1 longevity assurance homolog 5) (Sphingoid base N-palmitoyltransferase CERS5) (EC 2.3.1.291) (Sphingosine N-acyltransferase CERS5) (EC 2.3.1.24),CERS5 LASS5
ENSP00000325525,Killer cell immunoglobulin-like receptor 3DL2 (CD158 antigen-like family member K) (Natural killer-associated transcript 4) (NKAT-4) (p70 natural killer cell receptor clone CL-5) (p70 NK receptor CL-5) (CD antigen CD158k),KIR3DL2 CD158K NKAT4
ENSP00000325526,Protein Wnt-11,WNT11
ENSP00000325527,Fibrillin-1 [Cleaved into: Asprosin],FBN1 FBN
ENSP00000325546,Zinc finger protein PLAG1 (Pleiomorphic adenoma gene 1 protein),PLAG1
ENSP00000325548,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase),CNDP2 CN2 CPGL HEL-S-13 PEPA
ENSP00000325561,Transmembrane channel-like protein 8 (Epidermodysplasia verruciformis protein 2),TMC8 EVER2 EVIN2
ENSP00000325562,MICOS complex subunit MIC10 (Mitochondrial inner membrane organizing system protein 1),MICOS10 C1orf151 MIC10 MINOS1
ENSP00000325564,Syncollin (Insulin synthesis-associated protein 1),SYCN INSSA1 SYL
ENSP00000325589,Protein tyrosine phosphatase receptor type C-associated protein (PTPRC-associated protein) (CD45-associated protein) (CD45-AP) (Lymphocyte phosphatase-associated phosphoprotein),PTPRCAP LPAP
ENSP00000325594,RUN and FYVE domain-containing protein 1 (FYVE-finger protein EIP1) (La-binding protein 1) (Rab4-interacting protein) (Zinc finger FYVE domain-containing protein 12),RUFY1 RABIP4 ZFYVE12
ENSP00000325612,Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16) (Thyroid hormone receptor-associated protein 5) (Thyroid hormone receptor-associated protein complex 95 kDa component) (Trap95) (Vitamin D3 receptor-interacting protein complex 92 kDa component) (DRIP92),MED16 DRIP92 THRAP5
ENSP00000325618,Protein mono-ADP-ribosyltransferase PARP10 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 10) (ARTD10) (Poly [ADP-ribose] polymerase 10) (PARP-10),PARP10
ENSP00000325634,Zinc finger protein 639 (Zinc finger protein ANC_2H01) (Zinc finger protein ZASC1),ZNF639 ZASC1
ENSP00000325638,Protamine-3 (Sperm protamine P3),PRM3
ENSP00000325655,Coiled-coil-helix-coiled-coil-helix domain-containing protein 5,CHCHD5 C2orf9
ENSP00000325663,NF-kappa-B inhibitor zeta (I-kappa-B-zeta) (IkB-zeta) (IkappaBzeta) (IL-1 inducible nuclear ankyrin-repeat protein) (INAP) (Molecule possessing ankyrin repeats induced by lipopolysaccharide) (MAIL),NFKBIZ IKBZ INAP MAIL
ENSP00000325674,Exocyst complex component 3-like protein (Protein Jiangli),EXOC3L1 EXOC3L
ENSP00000325677,E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B),RNF40 BRE1B KIAA0661
ENSP00000325682,Olfactory receptor 2B11,OR2B11
ENSP00000325690,Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4),CARM1 PRMT4
ENSP00000325708,Leukocyte antigen CD37 (Tetraspanin-26) (Tspan-26) (CD antigen CD37),CD37 TSPAN26
ENSP00000325738,Nuclear transition protein 2 (TP-2) (TP2),TNP2
ENSP00000325748,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),STK25 SOK1 YSK1
ENSP00000325775,Gap junction gamma-3 protein (Connexin-30.2) (Cx30.2) (Connexin-31.3) (Cx31.3) (Gap junction epsilon-1 protein),GJC3 GJE1
ENSP00000325785,Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein),SPECC1L CYTSA KIAA0376
ENSP00000325819,COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3),NR2F1 EAR3 ERBAL3 TFCOUP1
ENSP00000325822,"Cytochrome P450 11B2, mitochondrial (Aldosterone synthase) (ALDOS) (Aldosterone-synthesizing enzyme) (CYPXIB2) (Corticosterone 18-monooxygenase, CYP11B2) (EC 1.14.15.5) (Cytochrome P-450Aldo) (Cytochrome P-450C18) (Steroid 11-beta-hydroxylase, CYP11B2) (EC 1.14.15.4) (Steroid 18-hydroxylase)",CYP11B2
ENSP00000325827,Protein transport protein Sec16A (SEC16 homolog A) (p250),SEC16A KIAA0310 SEC16 SEC16L
ENSP00000325836,GTP-binding protein Di-Ras1 (Distinct subgroup of the Ras family member 1) (Ras-related inhibitor of cell growth) (Rig) (Small GTP-binding tumor suppressor 1),DIRAS1 GBTS1 RIG
ENSP00000325863,Double-strand break repair protein MRE11 (EC 3.1.-.-) (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A),MRE11 HNGS1 MRE11A
ENSP00000325868,Outer dense fiber protein 3 (Outer dense fiber of sperm tails protein 3) (Sperm tail protein SHIPPO 1) (Transcript induced in spermiogenesis protein 50),ODF3 SHIPPO1 TISP50
ENSP00000325905,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)",SRSF7 SFRS7
ENSP00000325917,Proprotein convertase subtilisin/kexin type 7 (EC 3.4.21.-) (Lymphoma proprotein convertase) (Prohormone convertase 7) (Proprotein convertase 7) (PC7) (Proprotein convertase 8) (PC8) (hPC8) (Subtilisin/kexin-like protease PC7),PCSK7 LPC PC7 PC8 SPC7
ENSP00000325929,Ligand of Numb protein X 2 (Numb-binding protein 2) (PDZ domain-containing RING finger protein 1),LNX2 PDZRN1
ENSP00000325941,Synembryn-A (Protein Ric-8A),RIC8A
ENSP00000325954,Cadherin-related family member 3 (Cadherin-like protein 28),CDHR3 CDH28
ENSP00000325958,"Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 (EC 3.1.3.27) (PTEN-like phosphatase) (Phosphoinositide lipid phosphatase) (Protein-tyrosine phosphatase mitochondrial 1) (EC 3.1.3.16, EC 3.1.3.48)",PTPMT1 MOSP PLIP PNAS-129
ENSP00000325978,Leucine-rich repeat-containing protein 31,LRRC31 UNQ9367/PRO34156
ENSP00000326003,tRNA pseudouridine synthase Pus10 (Hup10) (EC 5.4.99.25) (Coiled-coil domain-containing protein 139) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase),PUS10 CCDC139 DOBI
ENSP00000326018,Periaxin,PRX KIAA1620
ENSP00000326022,Four and a half LIM domains protein 5 (FHL-5) (Activator of cAMP-responsive element modulator in testis) (Activator of CREM in testis),FHL5 ACT
ENSP00000326031,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16),PPP1CA PPP1A
ENSP00000326042,Tubulin alpha-3C chain (EC 3.6.5.-) (Alpha-tubulin 2) (Alpha-tubulin 3C) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-3C chain],TUBA3C TUBA2
ENSP00000326063,Transmembrane protein 39A,TMEM39A SUSR2
ENSP00000326070,Solute carrier family 41 member 3,SLC41A3
ENSP00000326110,Macrophage immunometabolism regulator,MACIR C5orf30
ENSP00000326119,Phorbol-12-myristate-13-acetate-induced protein 1 (PMA-induced protein 1) (Immediate-early-response protein APR) (Protein Noxa),PMAIP1 NOXA
ENSP00000326159,Kallikrein-4 (EC 3.4.21.-) (Enamel matrix serine proteinase 1) (Kallikrein-like protein 1) (KLK-L1) (Prostase) (Serine protease 17),KLK4 EMSP1 PRSS17 PSTS
ENSP00000326170,E3 ubiquitin-protein ligase rififylin (EC 2.3.2.27) (Caspase regulator CARP2) (Caspases-8 and -10-associated RING finger protein 2) (CARP-2) (FYVE-RING finger protein Sakura) (Fring) (RING finger and FYVE-like domain-containing protein 1) (RING finger protein 189) (RING finger protein 34-like) (RING-type E3 ubiquitin transferase rififylin),RFFL RNF189 RNF34L
ENSP00000326200,Zinc finger and BTB domain-containing protein 11,ZBTB11
ENSP00000326219,Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase) (CR) (NADPH-dependent retinol dehydrogenase/reductase) (NRDR) (humNRDR) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (SCAD-SRL) (Short chain dehydrogenase/reductase family 25C member 2) (Protein SDR25C2) (Short-chain dehydrogenase/reductase family member 4),DHRS4 SDR25C2 UNQ851/PRO1800
ENSP00000326225,Olfactory receptor 2T8,OR2T8 OR2T8P
ENSP00000326227,Neutral alpha-glucosidase C (EC 3.2.1.20),GANC
ENSP00000326232,Olfactory receptor 52D1 (Odorant receptor HOR5'beta14) (Olfactory receptor OR11-43),OR52D1
ENSP00000326238,F-actin-capping protein subunit alpha-3 (CapZ alpha-3) (CP-alpha-3) (Germ cell-specific protein 3),CAPZA3 CAPAA3 GSG3
ENSP00000326240,Myoneurin (Zinc finger and BTB domain-containing protein 31),MYNN OSZF ZBTB31 SBBIZ1
ENSP00000326244,Transmembrane protein 151A,TMEM151A TMEM151
ENSP00000326247,Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like),SAMD9L C7orf6 DRIF2 KIAA2005 UEF
ENSP00000326249,Zinc finger protein 454,ZNF454
ENSP00000326253,Retbindin,RTBDN
ENSP00000326261,Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein),SRRM1 SRM160
ENSP00000326267,EF-hand calcium-binding domain-containing protein 11,EFCAB11 C14orf143
ENSP00000326272,Forkhead box protein L1 (Forkhead-related protein FKHL11) (Forkhead-related transcription factor 7) (FREAC-7),FOXL1 FKHL11 FREAC7
ENSP00000326301,Olfactory receptor 2G3 (Olfactory receptor OR1-33),OR2G3
ENSP00000326305,Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (CACT) (Solute carrier family 25 member 20),SLC25A20 CAC CACT
ENSP00000326324,Leucine-rich repeat-containing protein 37A,LRRC37A LRRC37A1
ENSP00000326340,Protein Atg16l2 (APG16-like 2) (Autophagy-related protein 16-2) (WD repeat-containing protein 80),ATG16L2 WDR80
ENSP00000326342,ELMO domain-containing protein 2,ELMOD2
ENSP00000326349,Olfactory receptor 2G2 (Olfactory receptor OR1-32),OR2G2
ENSP00000326366,Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)],PSEN1 AD3 PS1 PSNL1
ENSP00000326371,Forkhead box protein C2 (Forkhead-related protein FKHL14) (Mesenchyme fork head protein 1) (MFH-1 protein) (Transcription factor FKH-14),FOXC2 FKHL14 MFH1
ENSP00000326381,Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2),EIF4A2 DDX2B EIF4F
ENSP00000326407,C-type lectin domain family 1 member A (C-type lectin-like receptor 1) (CLEC-1),CLEC1A CLEC1 UNQ569/PRO1131
ENSP00000326411,CWF19-like protein 1 (C19L1),CWF19L1
ENSP00000326424,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase),NADSYN1
ENSP00000326432,C-C chemokine receptor type 8 (C-C CKR-8) (CC-CKR-8) (CCR-8) (CC chemokine receptor CHEMR1) (CMKBRL2) (Chemokine receptor-like 1) (CKR-L1) (GPR-CY6) (GPRCY6) (TER1) (CD antigen CDw198),CCR8 CKRL1 CMKBR8 CMKBRL2
ENSP00000326445,Protein shisa-3 homolog,SHISA3
ENSP00000326491,Protein ABHD1 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 1) (Abhydrolase domain-containing protein 1) (Lung alpha/beta hydrolase 1),ABHD1 LABH1
ENSP00000326519,PAXIP1-associated glutamate-rich protein 1 (Glutamate-rich coactivator interacting with SRC1) (GAS) (PAXIP1-associated protein 1) (PTIP-associated protein 1),PAGR1 C16orf53 PA1
ENSP00000326531,THO complex subunit 6 homolog (Functional spliceosome-associated protein 35) (fSAP35) (WD repeat-containing protein 58),THOC6 WDR58 PSEC0006
ENSP00000326550,Transforming acidic coiled-coil-containing protein 3 (ERIC-1),TACC3 ERIC1
ENSP00000326563,Lysine-specific demethylase 3B (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2B) (Jumonji domain-containing protein 1B) (Nuclear protein 5qNCA) ([histone H3]-dimethyl-L-lysine(9) demethylase 3B),KDM3B C5orf7 JHDM2B JMJD1B KIAA1082
ENSP00000326570,Ribitol 5-phosphate transferase FKRP (EC 2.7.8.-) (Fukutin-related protein) (Ribitol-5-phosphate transferase),FKRP
ENSP00000326579,Holocytochrome c-type synthase (EC 4.4.1.17) (Cytochrome c-type heme lyase),HCCS CCHL
ENSP00000326581,Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24),PEG3 KIAA0287 ZSCAN24
ENSP00000326603,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1) (EC 3.6.1.-),SMCHD1 KIAA0650
ENSP00000326604,Limb region 1 protein homolog (Differentiation-related gene 14 protein),LMBR1 C7orf2 DIF14
ENSP00000326627,"Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)",ASIC4 ACCN4
ENSP00000326630,Zinc finger protein ZFPM1 (Friend of GATA protein 1) (FOG-1) (Friend of GATA 1) (Zinc finger protein 89A) (Zinc finger protein multitype 1),ZFPM1 FOG1 ZFN89A
ENSP00000326649,BLOC-3 complex member HPS1 (Hermansky-Pudlak syndrome 1 protein),HPS1 HPS
ENSP00000326652,Golgi-associated RAB2 interactor protein 1B (Testis development protein NYD-SP18),GARIN1B FAM137A FAM71F1
ENSP00000326671,Multidrug and toxin extrusion protein 2 (MATE-2) (hMATE-2) (Kidney-specific H(+)/organic cation antiporter) (Solute carrier family 47 member 2),SLC47A2 MATE2
